trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.5, 'e': 0.32999960269059514}",20,6,11.191212286603562,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.32900960388252337}",20,2,16.23717426138036,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.3280225750708758}",25,15,20.066856722665232,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.32703850734566314}",20,0,-35.657253946931036,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
373,False,"{'a': 0.5, 'e': 0.32605739182362614}",20,0,-5.7057064873721925,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
374,False,"{'a': 0.5, 'e': 0.3250792196481553}",20,0,-76.25192463784657,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
375,False,"{'a': 0.5, 'e': 0.3241039819892108}",20,16,7.691719060825332,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.32313167004324317}",30,7,-48.104541031227804,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 2}",1
377,False,"{'a': 0.5, 'e': 0.32216227503311345}",20,0,-17.278645449560507,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
378,False,"{'a': 0.5, 'e': 0.3211957882080141}",20,10,12.753980222826218,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.32023220084339005}",25,14,5.143597149034956,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.31927150424085987}",20,9,18.78018645309671,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.3183136897281373}",25,2,-7.397115744394801,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.31735874865895286}",20,10,16.185186416420304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.316406672412976}",20,10,-11.38224899120664,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.3154574523957371}",20,0,-58.029987788565464,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
385,False,"{'a': 0.5, 'e': 0.3145110800385499}",20,8,19.2627474321542,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.31356754679843424}",25,16,22.865678126154478,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.31262684415803893}",25,0,-37.96555118057407,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
388,False,"{'a': 0.5, 'e': 0.3116889636255648}",25,13,14.727159418681259,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.3107538967346881}",30,19,18.224096078136945,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.30982163504448407}",25,0,-28.866321703084402,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
391,False,"{'a': 0.5, 'e': 0.3088921701393506}",30,11,28.04752118185778,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.30796549362893255}",20,9,-2.811901664934161,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.30704159714804574}",25,0,16.75749578380768,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.3061204723566016}",20,10,-9.255566332398402,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.3052021109395318}",25,8,26.150620737778628,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.3042865046067132}",20,7,-43.73286855491427,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
397,False,"{'a': 0.5, 'e': 0.30337364509289305}",30,4,4.00060187227019,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.30246352415761435}",20,8,-1.810541296116059,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.3015561335851415}",25,7,-33.71783614630072,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
400,False,"{'a': 0.5, 'e': 0.30065146518438607}",20,5,-12.744088785320528,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.2997495107888329}",25,0,-27.121357786696773,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
402,False,"{'a': 0.5, 'e': 0.2988502622564664}",20,8,-24.784732538985846,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.29795371146969696}",20,16,5.244218990972431,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.29705985033528787}",20,3,8.016944899918979,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.296168670784282}",25,14,-26.317591544790133,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
406,False,"{'a': 0.5, 'e': 0.29528016477192914}",25,9,3.0274394354768397,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.29439432427761336}",25,10,-24.948102019437485,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
408,False,"{'a': 0.5, 'e': 0.2935111413047805}",20,11,17.20648466872775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.29263060788086614}",30,0,-20.790241948842308,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
410,False,"{'a': 0.5, 'e': 0.2917527160572235}",20,7,9.92254127615357,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.29087745790905184}",25,12,23.592072127038552,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.2900048255353247}",25,7,-62.32561960794526,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
413,False,"{'a': 0.5, 'e': 0.28913481105871874}",25,3,-0.06857834435828347,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.28826740662554257}",25,13,6.454095801502293,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.28740260440566595}",25,15,17.896754616475334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.28654039659244895}",20,0,-52.88936199182907,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
417,False,"{'a': 0.5, 'e': 0.2856807754026716}",30,16,3.364360339044661,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.2848237330764636}",25,12,0.4709999859203189,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.2839692618772342}",25,5,8.34721227577856,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.2831173540916025}",20,16,8.219649992434288,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.28226800202932767}",25,19,10.866938302855917,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.28142119802323967}",20,8,-100.02663075552557,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
423,False,"{'a': 0.5, 'e': 0.28057693442917}",25,8,29.24095821870208,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.27973520362588244}",30,14,-10.656010449029347,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
425,False,"{'a': 0.5, 'e': 0.2788959980150048}",30,6,-30.655606023023125,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
426,False,"{'a': 0.5, 'e': 0.2780593100209598}",30,16,-9.863695038637259,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.2772251320908969}",20,0,-76.75249767330197,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
428,False,"{'a': 0.5, 'e': 0.2763934566946242}",30,21,14.680268081610524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.2755642763245403}",20,8,7.580133308356388,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.27473758349556665}",25,14,13.187877423731166,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.27391337074507993}",30,0,3.510028644224925,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
432,False,"{'a': 0.5, 'e': 0.2730916306328447}",25,18,13.54665597776683,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.27227235574094616}",20,3,2.017148697910849,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.2714555386737233}",20,8,-25.525221251300966,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.2706411720577021}",25,9,-13.815711230855793,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
436,False,"{'a': 0.5, 'e': 0.269829248541529}",20,12,-39.36419326883872,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
437,False,"{'a': 0.5, 'e': 0.2690197607959044}",20,6,8.140899845723949,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.26821270151351667}",30,0,39.1616890019504,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
439,False,"{'a': 0.5, 'e': 0.2674080634089761}",35,5,13.406742937496015,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.2666058392187492}",20,6,21.11398483945387,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.26580602170109296}",30,8,-57.173917725187934,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
442,False,"{'a': 0.5, 'e': 0.26500860363598966}",20,3,-28.26681418557142,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
443,False,"{'a': 0.5, 'e': 0.2642135778250817}",25,2,15.279065991961023,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.26342093709160647}",20,6,8.219769955255748,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.26263067428033166}",20,0,12.380060509798227,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.26184278225749064}",30,12,-10.764250220004397,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.26105725391071816}",35,13,-22.648149007616542,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
448,False,"{'a': 0.5, 'e': 0.260274082148986}",25,0,14.896740625409905,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
449,False,"{'a': 0.5, 'e': 0.2594932599025391}",25,14,5.147962531344058,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.25871478012283144}",30,10,18.479845537662303,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.25793863578246295}",20,12,4.571728131112346,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.2571648198751156}",30,7,-11.631018702613785,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.25639332541549026}",25,0,16.25542797338895,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
454,False,"{'a': 0.5, 'e': 0.2556241454392438}",25,15,18.237042471360766,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.25485727300292604}",25,8,8.751880189716148,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.25409270118391725}",20,5,26.06566947094343,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.2533304230803655}",30,12,15.996420029715857,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.25257043181112443}",20,4,-8.702077000109062,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.25181272051569104}",25,8,22.88354196991898,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.251057282354144}",25,13,-61.96442776855921,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
461,False,"{'a': 0.5, 'e': 0.25030411050708157}",20,0,29.189003641951803,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.24955319817556032}",20,15,7.737578044052725,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.24880453858103363}",25,0,-41.942298121131984,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
464,False,"{'a': 0.5, 'e': 0.24805812496529053}",25,7,5.933797434168001,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.24731395059039465}",30,21,17.330774249605412,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.24657200873862348}",20,0,7.039831787973685,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
467,False,"{'a': 0.5, 'e': 0.2458322927124076}",20,15,0.8834085597610373,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.24509479583427038}",20,9,-2.9805838586264,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.24435951144676757}",25,11,18.046061299785908,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.24362643291242728}",20,4,-27.30718467024436,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
471,False,"{'a': 0.5, 'e': 0.24289555361369}",20,0,-7.669260229319306,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
472,False,"{'a': 0.5, 'e': 0.24216686695284892}",20,14,5.14245894342709,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.24144036635199037}",30,10,25.945243003855023,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.24071604525293439}",20,0,-41.33279268130058,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
475,False,"{'a': 0.5, 'e': 0.2399938971171756}",30,16,14.421894857031761,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.23927391542582405}",25,8,-46.31997814182681,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
477,False,"{'a': 0.5, 'e': 0.23855609367954658}",25,2,-35.716237338831505,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
478,False,"{'a': 0.5, 'e': 0.23784042539850794}",25,11,16.045916908400635,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.2371269041223124}",25,13,-21.268801893829465,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
480,False,"{'a': 0.5, 'e': 0.23641552340994548}",25,15,18.969376837572053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.23570627683971565}",20,8,-4.42188654205512,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.2349991580091965}",20,0,-8.236572204697794,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
483,False,"{'a': 0.5, 'e': 0.2342941605351689}",20,8,10.138058006936047,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.23359127805356342}",30,11,35.093971568417096,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.23289050421940272}",20,15,-1.856663846900855,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.2321918327067445}",25,12,26.033020134917678,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.23149525720862427}",25,2,-24.19677892577741,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.2308007714369984}",30,16,8.369174790312165,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.2301083691226874}",25,12,9.874980702786829,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.22941804401531934}",25,11,-17.995695365966366,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
491,False,"{'a': 0.5, 'e': 0.2287297898832734}",25,12,1.6701578006088988,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.22804360051362357}",25,13,23.432318919519247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.2273594697120827}",20,1,-6.71352518167194,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.22667739130294645}",25,14,13.966096711975489,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.22599735912903762}",20,11,5.300735396913723,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.2253193670516505}",20,0,-22.796188773580834,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
497,False,"{'a': 0.5, 'e': 0.22464340895049556}",20,9,8.849375604012037,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.22396947872364406}",20,4,-43.79856832566915,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
499,False,"{'a': 0.5, 'e': 0.22329757028747313}",20,12,14.340726266502298,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.2226276775766107}",20,10,-66.91289502952269,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
501,False,"{'a': 0.5, 'e': 0.22195979454388087}",20,9,-22.9057027369598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
502,False,"{'a': 0.5, 'e': 0.22129391516024924}",20,9,21.45296680229155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.2206300334147685}",20,6,22.764003844850453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.2199681433145242}",25,7,-45.43056666233514,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
505,False,"{'a': 0.5, 'e': 0.21930823888458062}",35,20,25.473401599695194,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.21865031416792688}",20,12,15.387787475195214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.2179943632254231}",30,7,-27.84292577036591,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 1}",1
508,False,"{'a': 0.5, 'e': 0.21734038013574683}",30,10,-38.07975580202826,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
509,False,"{'a': 0.5, 'e': 0.21668835899533959}",25,2,2.0185969757842255,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.21603829391835358}",25,13,23.548360070403078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.21539017903659852}",20,12,16.389664507819422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.21474400849948871}",20,0,-34.97147636110338,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
513,False,"{'a': 0.5, 'e': 0.21409977647399026}",20,15,9.397345151800808,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.21345747714456828}",20,7,-11.578139839045809,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.21281710471313459}",25,18,10.182100805372325,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.2121786533989952}",30,8,16.874481899347934,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.2115421174387982}",30,15,4.617464181726921,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.2109074910864818}",20,16,7.79840099113459,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.21027476861322236}",20,0,-31.289562487183566,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
520,False,"{'a': 0.5, 'e': 0.2096439443073827}",30,16,23.101083539570475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.20901501247446055}",25,5,-2.038861302694762,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.20838796743703716}",30,14,10.287566539215238,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.20776280353472606}",30,13,22.657556555583497,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.20713951512412188}",25,16,17.683529678392674,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.2065180965787495}",35,13,36.64132263622707,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.20589854228901325}",30,12,-45.35877042628317,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.20528084666214622}",20,9,14.308872149046866,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.20466500412215977}",30,16,-35.36819493520153,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.2040510091097933}",25,11,11.530058854247153,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.2034388560824639}",30,8,3.6885344499055597,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
531,False,"{'a': 0.5, 'e': 0.2028285395142165}",25,0,-37.85336563537033,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
532,False,"{'a': 0.5, 'e': 0.20222005389567385}",20,3,26.135854739429206,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.20161339373398682}",20,0,-13.141583336447676,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.20100855355278485}",20,9,19.85521376323226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.20040552789212648}",25,12,1.3294608782650923,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.1998043113084501}",20,10,10.446747466977175,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.19920489837452476}",30,21,9.201884997871119,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.1986072836794012}",20,10,3.627950958835994,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.198011461828363}",30,14,-4.096785230395998,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.1974174274428779}",20,15,10.98009106343398,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.19682517516054926}",20,13,-39.746468213997254,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
542,False,"{'a': 0.5, 'e': 0.19623469963506762}",20,9,6.507209769399428,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.1956459955361624}",20,10,20.60336177864035,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.1950590575495539}",20,13,11.908043690462382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.19447388037690524}",20,9,-28.39114036569919,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
546,False,"{'a': 0.5, 'e': 0.19389045873577454}",20,14,-19.291118938051163,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.19330878735956722}",20,12,12.90591573694678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.1927288609974885}",25,15,-58.01539344540664,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
549,False,"{'a': 0.5, 'e': 0.19215067441449604}",20,2,-28.994685214668714,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
550,False,"{'a': 0.5, 'e': 0.19157422239125255}",30,20,16.837145150467112,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.1909994997240788}",30,24,13.893967945907221,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.19042650122490654}",25,12,22.122447748907213,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.18985522172123181}",25,15,6.850889704360117,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
